id,created_time,author,content
1628974551_1234335284,2021-01-12 21:42:12,夏建朋,“用花呗把人民委员会的全年预算给垫上，明年这个时候就不用还了”——弗拉基米尔伊里奇乌里扬诺夫，47岁，人民委员会主席，用花呗分期免息为革命补充资金
1628974551_1239434122,2021-01-19 16:09:02,程从道,那你有没有发现你的消费习惯已经被花呗改变了，听你这么说我只觉得可怕。花呗已经渗透到你的生活了，第一次一定会让你赢，重要的是让你认识我，让你使用我。规则是人家定的，人家远远比你清楚游戏怎么玩，经济学中根本不存在免费的商品，除非，你就是商品的一部分。那些逾期的，也不是一上来就奔着逾期去的。你以为骗局是从你亏钱开始的，事实上从你准备买票入场的时候，游戏已经结束了，有多少韭菜在被割的时候才明白过来，自己才是韭菜。
1628974551_1295129605,2021-03-31 11:48:58,知乎用户,"这一套评论下来看笑了什么自制力啊, 就现在这消费, 各种直播网购层出不穷的, 三天两头打折甩卖最低价, 还什么拼多多砍价促销, 各种引导消费.真的就, 自制力是天生的, 人人都有的, 烂大街的东西呗 ?花呗说难听点, 当月免利息的现金流, 一个月过后摇身一变合法高利贷?如果那么多人都跟说的一样, 人人都自制力拉满, 那为什么还会催生花呗这种玩意呢, 银行贷不是更香非要到花呗这种平台上搞网贷?还有一点, 现在电商就是一个劲的""诱导消费"", 弄噱头, 想尽办法扣你钱包那点钱, 没钱咋办, 再推出这种小额贷款, 一步一步引导你.你说的自制力在这种大环境下直接减少50%好吧. 真别什么自制力, 这种环境下有自制力的绝对算少数."
1628974551_1220265023,2020-12-23 17:02:02,温酒烫眉山,实际上，花呗的坏账率远远低于信用卡，花呗的用户信息面更广，数据从消费习惯等各方面进行统筹更真实可靠。花呗和信用卡最大的区别是资金不受监管，属于银行系统以外的资金。
1628974551_1220265023_1220421548,2020-12-23 21:09:11,PlanetSea,这个月工资发了3000，15利率的花呗和5利率的银行贷你选择还哪个？
1628974551_1220265023_1220660040,2020-12-24 09:22:38,moon-宁静致远,不要乱用坏账这个词，银行信用卡坏账也很低，花呗还不起利率也很高
1628974551_1215086544,2020-12-16 10:41:11,双黄连口服液是甜的,反正大钱不会花的，一个月花呗也就两千左右，什么时候看到了顺手就还了（所以很久没有提过上限了），说到底还是欲望大于余额了，花呗只是提供了一个更加方便的消费环境，只要能控制自己的消费欲望，花呗关闭与否就没有什么影响。
1628974551_1215086544_1215136300,2020-12-16 11:41:24,子吥语,说得对，答主举的例子说，用花呗付完钱，看到银行卡余额没少从而刺激了消费欲望  无非就是自己骗自己。如果说看到余额减少会降低消费欲望，完全可以去瞅一眼花呗消费额来平复一下想消费的欲望
1628974551_1215086544_1215473895,2020-12-16 19:52:47,知乎用户,同意，最重要是控制自己消费欲。我每个月计算自己积蓄的时候，都会把花呗下个月要还的钱先扣除，因为那已经不是我的了。所以我现在花钱还是和以前一样节俭。
1628974551_1215060599,2020-12-16 10:06:51,周末,自己的错为何怨别人
1628974551_1215060599_1216482670,2020-12-18 09:48:12,猫不会学习,确实，就比如打游戏，你在那学习，天天有人在旁边诱惑你，一次两次顶得住，一直诱惑你你能顶得住？大部分人都顶不住。
1628974551_1215060599_1216690470,2020-12-18 14:41:27,新雷,我对游戏没兴趣，为什么顶不住
1628974551_1215006544,2020-12-16 08:46:14,南风知我意,月薪4000都能吃22的黄焖鸡嘛。我月薪到手快30000了，每餐也只舍得花15块左右[大哭]
1628974551_1215006544_1215042836,2020-12-16 09:40:35,抽风的海龟,月薪30000都能吃15块钱了吗？我到手块30万了，每餐也就啃啃馒头就咸菜，碰见好日子也才敢买俩包子。
1628974551_1215006544_1215148885,2020-12-16 11:58:38,羊羊,哈哈哈哈哈
1628974551_1214989111,2020-12-16 08:09:46,Karl,已经关的只剩花呗了
1628974551_1214989111_1233702941,2021-01-12 00:32:56,爱辣无忧,我有多家银行信用卡，花呗也开着。但我从来没忘记，借人家的钱，是要还的。任何一个正常人，都不会认为别人借给自己的钱是自己的钱。说到底，还是某些人的贪婪冲昏了头脑，以至于无法在清醒状态下做出正确判断，无力控制自己的消费欲望。
1628974551_1214989111_1233725322,2021-01-12 01:38:30,Karl,这话谁都会
1628974551_1215266326,2020-12-16 14:45:34,刀客云空,一堆抵挡不了诱惑怪即将抵达现场。（毒品表示委屈。）
1628974551_1215266326_1215297132,2020-12-16 15:28:25,small瑞瑞,内容过于真实
1628974551_1215266326_1284431251,2021-03-17 12:00:50,Post,说实话她们不爱听的
1628974551_1215050370,2020-12-16 09:51:47,没WiFi不看视频,代价是前面爽了，后面就难了。
1628974551_1215050370_1216847441,2020-12-18 18:30:57,幂似姬婴,对
1628974551_1215050370_1216938180,2020-12-18 21:16:42,不辞,是的，我一直很不明白超额用花呗的，是觉得不用还了吗
1628974551_1215004636,2020-12-16 08:43:19,沧月,但是，狗蛋，代价是什么呢
1628974551_1215004636_1216705401,2020-12-18 15:01:53,知乎用户,一切
1628974551_1215004636_1217460540,2020-12-19 18:10:49,阿白,Everything!
1628974551_1215754437,2020-12-17 09:18:20,撞株兔,我觉得，一个没自制力的人别说关闭花呗，就算自家大门也没用。一直开着花呗，只申请一张信用卡。大件的东西或者不太急的（比如鞋子，衣服反季买）都会等到618双11，12才买，哪怕吃个快餐也是挑当天特价的。从不乱花钱。不知道明明是自身问题赢要推到花呗信用卡身上。一个连自己问题都不敢面对的人就不要装作正气凛然搬去职责别人了。
1628974551_1215754437_1220708152,2020-12-24 10:28:02,海胆,说的太对了，还是控制不住自己的人才会那样，我一月4万多额度，我连电脑都舍不得买，还在攒钱中，因为那4万再高它不属于我，自己攒的才是自己的，一定要理性
1628974551_1215754437_1221630972,2020-12-25 15:14:34,朵喵,[赞同]花呗三万额度，每月基本一千左右生活费，自己有多少钱自己心里有数，该买的买，每月十号都会准时还花呗
1628974551_1215252298,2020-12-16 14:25:04,段段,加的内心戏太多了
1628974551_1215700217,2020-12-17 07:25:13,胡潇予,我用花呗2年多了，从来没有出现过你说的这种情况。我老公就出现了这种情况。为什么呢？出现这种情况的人都是今日有酒今朝醉的人，不考虑自己实际情况，盲目消费却又不动脑子多赚收入的人。
1628974551_1215700217_1225498717,2020-12-31 08:21:43,乘风破浪,赞成。我花呗5万，正常消费，没办过分期，没压力
1628974551_1215700217_1241726089,2021-01-22 14:38:00,木木,我也是，从来不会在花呗上花超过自己工资收入的钱。只是习惯在花呗上攒信用而已
1628974551_1215146642,2020-12-16 11:55:33,知乎用户,关了，爹妈从小教育，吃人嘴短拿人手短，有多少米煮多少饭，凑合过吧。
1628974551_1215146642_1221595387,2020-12-25 14:23:17,幽冥圣契,记得把信用卡也都注销了
1628974551_1215146642_1221976072,2020-12-26 01:39:02,彪彪,记得不要贷款买房
1628974551_1216075750,2020-12-17 16:48:20,小肉肉,正确用花呗，都是赚余额宝的利息。
1628974551_1216075750_1218240133,2020-12-20 22:24:08,茶碗蒸,我用花呗也是这个目的[看看你]
1628974551_1216075750_1221057624,2020-12-24 18:34:25,我的四脚兽,对对
1628974551_1215133670,2020-12-16 11:38:01,子吥语,emmm，我的花呗额度6000  每月最多用1000-1300
1628974551_1215133670_1218561811,2020-12-21 12:06:05,爱你,我花呗额度13000每个月八百的样子，公司管吃住，800是买水果螺狮粉，一个月为自己添置一双鞋子啥的七零八碎的钱的
1628974551_1215133670_1218878849,2020-12-21 19:38:06,张剩人,花呗额度5W每个月也就是用一两百的样子，有时候还不用。我用花呗肯定是我用支付宝结账的时候。让我调成花呗优先支付然后减免一块两块的[飙泪笑]用完之后再调回去，周而复始
1628974551_1215741316,2020-12-17 08:59:12,安安na,我基本上所有支出走花呗 为了记个账
1628974551_1215741316_1217020508,2020-12-18 23:40:43,红领巾,同上，感觉用着哈哈很好呢完全不了解欲望怪们在恐惧什么[发呆]
1628974551_1215741316_1219145957,2020-12-22 08:43:15,Banana,我也 额度都已经1w3了 我也有攒下钱 主要是想看看自己一个月能花多少钱
1628974551_1215459777,2020-12-16 19:28:22,搅豆氏,甩锅痕迹太明显，差评！
1628974551_1215508699,2020-12-16 20:51:23,遇见,花呗这个名字太厉害了，呗字如此轻松，建议大家默默改名叫欠呗或者借呗[不抬杠]
1628974551_1216257903,2020-12-17 21:50:39,Keybord Dancer,花呗难道不是用来白嫖余额宝利息的吗
1628974551_1216257903_1218240315,2020-12-20 22:24:25,茶碗蒸,正解[酷]
1628974551_1216257903_1221605672,2020-12-25 14:38:18,幽冥圣契,信用卡远不如 余额宝+花呗 方便实惠，这些人就是想把这种好模式给整没了，气愤！
1628974551_1215799111,2020-12-17 10:20:42,你才是一只猫,算自己还有多少钱不减去花呗待还款吗？？？为啥一个很简单的算数问题也是花呗的错？
1628974551_1215722231,2020-12-17 08:27:17,一起恰屎,已反对，用花呗超期一个月，都产生利息了还要用，那就是人的问题了 而且每个月发完工资还完花呗，难道不应该看看自己上个月攒下了多少钱吗？自己这个月究竟是该多花还是少花还是无所谓。一般人不都还是要攒钱的嘛。
1628974551_1215722231_1219282628,2020-12-22 11:43:45,程从道,你忽略了学生这个花呗主要群体，还攒钱，谈个女朋友自己都得吃泡面了
1628974551_1215722231_1219944503,2020-12-23 09:49:31,辞旧,就是用花呗滴一下  账单不知不觉就高了，到月底了也不知道钱都花哪去了[捂脸]
1628974551_1215050528,2020-12-16 09:52:00,没WiFi不看视频,归根结底花的都是自己的钱包了。
1628974551_1216700591,2020-12-18 14:54:46,干俊良,我建议取消住房贷款，那个还几十年的
1628974551_1216531133,2020-12-18 10:55:51,沫沫,你们用花呗都是为了应急吗？我只是付款方便
1628974551_1216097329,2020-12-17 17:21:01,武天涯,不管是信用卡还是花呗，只花自己立刻就能还的钱，不要分期，当月用下月还，这样可能还能赚个时间差....
1628974551_1216097329_1284436927,2021-03-17 12:08:57,Post,赚的就是这个时间差 和余额宝利息 聪明的人会使用正确的方法 而不是埋冤而不是关闭这么一个简单的理财产品
1628974551_1215190060,2020-12-16 12:53:10,那条鱼儿啊,已经关了，会上征信，鬼知道有没有影响。
1628974551_1215190060_1229997567,2021-01-06 20:51:43,Woo,Sure  肿么可能会没有。只要是上市公司推出的金融产品都上征信
1628974551_1215190060_1239303946,2021-01-19 13:22:54,咲太,逾期才对征信有影响
1628974551_1215109388,2020-12-16 11:10:12,三青木公,真实！已经关了[捂脸][捂脸][捂脸]
1628974551_1215109388_1220279683,2020-12-23 17:22:59,德米壙悳,我关了很久了
1628974551_1215109388_1220297358,2020-12-23 17:48:13,三青木公,我才还清关的[捂脸][捂脸]以前觉得每个月才还一两百，怕什么，结果越来越多。还好我没有透支，手里的钱直接还完关了一了百了
1628974551_1218120693,2020-12-20 19:04:53,majorY,花呗就是一种付费方式，可以把瞬间花出去的钱留下来，转而通过理财等方法去创造收益，提高生活质量，只要有好的自控力和一点点理财意识，就没必要把花呗当洪水猛兽
1628974551_1218120693_1247610772,2021-01-28 14:06:11,tiancaims08,1.支付宝有账单功能2.花呗会影响征信3.每月记得还有心理负担4.花呗会向商家抽成，老板赚钱不容易，为什么要把钱给阿里赚呢
1628974551_1218120693_1258021057,2021-02-12 00:50:01,SankOrange,你点外卖，美团也会赚商家的钱，为什么要把钱给美团挣呢，商家很辛苦，把外卖app都删了吧
1628974551_1217018397,2020-12-18 23:37:05,红领巾,管不住自己的欲望，关了花呗又有什么用？信用卡也不见你少刷
1628974551_1215689199,2020-12-17 05:39:59,J.Z,前几天关了，真有点温水煮青蛙，及时止损挺好的
1628974551_1217602071,2020-12-19 22:22:58,知乎用户,不是为花呗说话，诱导穷人超前消费的都有罪，但是你这个故事花呗替换为信用卡也成立，信用卡这么多年也没被人骂成这个样子，墙倒众人推，虽然这是堵“坏”墙
1628974551_1217602071_1217608730,2020-12-19 22:34:11,「已注销」,现在花呗有部分用户上征信，花呗属于小额贷了，不比以前不会上征信。意义完全不同了
1628974551_1217602071_1223236323,2020-12-28 00:33:04,知乎用户,嗯，这样挺好，普通人能做的就是减少使用花呗，借呗，信用卡的使用，劝身体亲戚朋友减少使用
1628974551_1217053691,2020-12-19 00:51:21,街头老虎,莫名其妙，在花呗出现之前，我已经用了多年信用卡了，也没见有人说信用卡这不好那不好的
1628974551_1217053691_1219247739,2020-12-22 11:02:36,程从道,从2010年到2020年这十年，信用卡逾期的人已经翻了十倍，几乎以每年翻一倍的数量在增长
1628974551_1217053691_1224820826,2020-12-30 08:55:18,方口,想一想愉期不还，最后的结果是什么
1628974551_1215891195,2020-12-17 12:22:57,一小只,我用花呗每次还钱的时候都好心痛，总感觉花出去两次，所以我都不用花呗
1628974551_1215891195_1218679866,2020-12-21 14:50:44,三三,诶 你这个想法不错诶 有助于戒掉花呗哈哈哈
1628974551_1215891195_1220157910,2020-12-23 14:35:52,大哥是靓仔,我是上个月，朋友套我花呗，他暂时没钱还我，我又刚好花完生活费，然后我去兼职挣钱，再然后我现在存了几千，发现用自己存的钱真的爽，关花呗了[飙泪笑][飙泪笑]
1628974551_1217244611,2020-12-19 11:56:26,樛木,这也要怪花呗？为什么不怪自己消费习惯不好呢
1628974551_1215761091,2020-12-17 09:27:41,一只大怪兽,网络世界那么多诱惑为什么所有人都要上网，不怕控制不住自己吗？管不住自己，用一刀切的方式确实能够避免范❎，但是正面面对这些东西才能够给我们的生活带来更多的便利啊
1628974551_1215761091_1219286389,2020-12-22 11:48:32,程从道,如果人人都能抵挡诱惑，我想下一步就可以废除法律依靠自觉了
1628974551_1215761091_1220013538,2020-12-23 11:16:01,一只大怪兽,法律是判断事物对错的最低准则，很多东西都是双面的，为什么要分绝对的好与坏
1628974551_1215697998,2020-12-17 07:13:05,知乎用户,看来只有我是相反的，除了用花呗红包支付，从来没正式用过花呗，特别不喜欢那种借钱花的感觉，有钱就花没钱就不花。
1628974551_1287706257,2021-03-21 19:06:41,鸣人呦,我觉得答主回答的很有道理。从我个人来说，我以前都用微信支付，直接扣银行卡的钱，扣一笔，少一笔，短信扣款信息发过来，看着老子的钱一点一点的减少，就知道下次消费我应该省着点了，非常直观。自从跟风开始支付宝种树，开始用花呗支付，发现每个月的消费支出比以前多了很多。在花呗里面，钱就是数字，银行卡的钱在一个月绝大多数时间也没有发生变化。但其实每一次花呗支付，用的还是银行卡里的钱，只不过这些钱是一次性在某天还给花呗。这样就造成我们对自己银行卡里存款变化就没有以前那么直观，感觉上自己还有钱，可以大手大脚的消费，等到还款的时候才发现，唉，钱没了😔。所以非常同意答主说的，用花呗并不能让人养成良好的理财习惯，花呗其实就是让人在心里上放松警惕，诱导消费。所以，钱是自己的，生活需要享受，但是也要量力而为。
1628974551_1233953210,2021-01-12 12:32:25,星期天的啤酒,用花呗给女儿过生日真的是我看过最恶臭的广告，没有之一。
1628974551_1217922552,2020-12-20 13:15:53,Ronsaekim,我寻思之前不是好多人都很羡慕美国的提前消费观念？现在怎么又变了，玩不起了？
1628974551_1287664206,2021-03-21 17:57:59,忽悠人的大地母亲,我是去年底关的，在去年初疫情的时候我用花呗最厉害的时候，从一万多不到两万涨到四万八，其实就算四万八我都花完了我也能全部一次还清毫无压力，但是为什么后来我不再用而且关了这玩意儿呢？就是因为疫情美国民众的暴乱，我以我一个底层没见识的平常人理解，认为他们美国人没事就喜欢小额贷款买东西，以为自己都能还清，结果疫情来了，国家要隔离，他们没办法工作，生活没保障，还都欠一堆债，活不下去了，就闹吧！那些打砸抢烧的人太可怕了，像一群野兽，当时我就仿佛看到我以后欠钱走投无路的样子，好多评论说什么自己控制欲望啊，自己的问题不要赖着花呗啊，我觉得你们想法好可怕，欲望就跟人吃胖一样，不是一口一个胖子，是一点一点的堕落和下沉的，你们的想法太过于主观了，对，你们能控制能还起，那些很多不能控制看到你们说的以为自己也能控制，但是最后还不起了怎么办？你们能替他们还账吗？你们当然不会，因为和你们无关嘛，话不只是上嘴唇碰下嘴唇张嘴就来，所以劝你们善良！
1628974551_1256057824,2021-02-08 23:34:06,一刻,其实作者最后也表明了花呗和借呗的利率其实和高利贷差不多，仔细想想如果大家明白这个利率和高利贷差不多，就不会只是为了简单的欲望去使用，毕竟在我们普通人看来高利贷一般都是逼不得已或是走投无路才会选择的
1628974551_1255458890,2021-02-08 08:29:12,火花,很多人说3000，3000只是你的的基础额度，用个一年半载涨到一万小问题，我现在的额度一万八，然而我已经关了，不是还不起，我知道信用卡理论，你跟马云借一万，然后每个月免息还进去，然后你相当于永远欠他一万，但你永远不用还，这正是资本家的圈套言，免息是一个平台，你要用花呗才有可能借不免息的花呗，才有可能用借呗，一环套一环，不是现在就是将来，要知道人的七宗罪是写在圣经里的
1628974551_1223759660,2020-12-28 18:53:16,鸭宝宝的甜甜圈,已经关闭了，从一开始用一下然后一直疯狂给我涨额度，后来到五六千，只能还最低还款，然后不用花呗还是最低还款，就感觉一直欠的就没少过，有一天算了一下，每天利息都二三十，直接全部还清然后关了花呗，以后不会再用
1628974551_1223542399,2020-12-28 13:38:02,河正宇,关闭花呗后 感觉真没那么多东西需要买
1628974551_1223076388,2020-12-27 20:12:24,小吉尔,去怪马云，却不怪把你工资变成4000的人
1628974551_1222723034,2020-12-27 10:09:01,与你,这个月把花呗还完了之后我就把它关了。虽然花钱的时候很爽，但是还款的时候心简直都在滴血。
1628974551_1221211847,2020-12-24 22:59:32,skzdna,好莫名的逻辑似乎所有的问题都是花呗的问题，花呗之前就有信用卡时代了，一样有欠款，老赖。感觉小编完全区别对待。信用卡和花呗就像刀子一样，有问题的是使用人，不是刀
1628974551_1221211847_1221240497,2020-12-24 23:49:11,程从道,按照你的逻辑，国家应该不用禁枪，因为有问题的是人，顺带一提，我对信用卡的看法没比花呗之类强到哪去
1628974551_1221211847_1289242437,2021-03-23 18:48:16,AKQJ拾,有人愿意借钱给你还是别人的错了？记住是你主动去用的花呗 题主应该年纪不大吧  别怪人家广告忽悠你  为啥不怪自己？等你真正急需用钱  亲戚朋友借不来的时候  就会念着花呗信用卡的好了
1628974551_1219744866,2020-12-22 22:51:27,无名小卒,免息分期还是可以的
1628974551_1219341108,2020-12-22 13:01:21,是永是之,花呗信用卡不适合大多数人，但是适合我这种不寅吃卯粮的人，薅羊毛挺爽的[飙泪笑]
1628974551_1219301960,2020-12-22 12:08:51,山炮哥,这理由听着那么怪
1628974551_1219301960_1219308379,2020-12-22 12:17:39,程从道,你的评论也很怪
1628974551_1219301960_1219438925,2020-12-22 15:14:37,山炮哥,自己忍不住怪别人
1628974551_1218852561,2020-12-21 18:54:38,蔚蓝天际,没有这种感觉，用储蓄卡、信用卡还是花呗都是每个月该花多少花多少，工资到手先放作为资金池的短期理财里，当月用花呗或信用卡消费，下个月发工资还信用卡花呗然后再理财。偶尔也会出现想要某件贵的东西的情况，但无论是花呗还是储蓄卡，确认真的想要我就会直接买。不过我从来不用分期还款功能，从来都不用。
1628974551_1218852561_1247611317,2021-01-28 14:06:53,tiancaims08,1.支付宝有账单功能2.花呗会影响征信3.每月记得还有心理负担4.花呗会向商家抽成，老板赚钱不容易，为什么要把钱给阿里赚呢
1628974551_1218583307,2020-12-21 12:35:38,陈坤,所以这都是花呗的问题？意思是欧美用信用卡也都是信用卡的问题？真逗
1628974551_1218583307_1219252595,2020-12-22 11:08:19,程从道,是的
1628974551_1218583307_1219256895,2020-12-22 11:13:10,程从道,所以欧美一些国家在面对疫情时疯狂0元购
1628974551_1217838998,2020-12-20 11:04:22,月光,不大理解为什么你们会这样[思考]我用花呗的时候都是把额度等同于自己钱包里的钱的
1628974551_1217838998_1218198206,2020-12-20 21:16:39,今天头发比明天多,我用信用卡一开始也是那样的 现在已经欠几万了 不过是买家电了 家电都好用报废了 欠的钱还没还上 哈哈哈哈
1628974551_1217838998_1219255996,2020-12-22 11:12:06,程从道,相信我，所有用花呗的人一开始都是这么想的
1628974551_1217821745,2020-12-20 10:36:12,御坂美琴琴,原来大多数人都控制不住自己消费吗[思考][思考]，我还以为大多数人和我一样该花的花不该花的不花呢，这玩意对于我来说只是让我稍微方便了一点，
